Epoch 0: TrainLoss=7.099347e+00, Pen=5.289027e-01, EvalMSE=1.390120e-04 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 100: TrainLoss=4.332372e+00, Pen=6.896495e-01, EvalMSE=1.588706e-04 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 200: TrainLoss=3.275728e+00, Pen=6.449177e-01, EvalMSE=1.422434e-04 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 300: TrainLoss=1.862638e+00, Pen=1.286776e-01, EvalMSE=6.160686e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 400: TrainLoss=1.211429e+00, Pen=6.097476e-02, EvalMSE=8.813727e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 500: TrainLoss=9.492920e-01, Pen=3.867278e-02, EvalMSE=8.301859e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 600: TrainLoss=7.990685e-01, Pen=2.980235e-02, EvalMSE=7.397418e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 700: TrainLoss=6.914914e-01, Pen=2.623381e-02, EvalMSE=6.217939e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 800: TrainLoss=6.023424e-01, Pen=2.539458e-02, EvalMSE=5.292317e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 900: TrainLoss=5.308388e-01, Pen=2.568764e-02, EvalMSE=4.691177e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 1000: TrainLoss=4.717165e-01, Pen=2.660998e-02, EvalMSE=4.329802e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 1100: TrainLoss=4.201025e-01, Pen=2.868440e-02, EvalMSE=4.077483e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 1200: TrainLoss=3.621568e-01, Pen=3.169719e-02, EvalMSE=3.767539e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 1300: TrainLoss=2.914459e-01, Pen=3.056443e-02, EvalMSE=3.221656e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 1400: TrainLoss=2.546444e-01, Pen=2.874470e-02, EvalMSE=2.985412e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 1500: TrainLoss=2.304837e-01, Pen=2.610170e-02, EvalMSE=2.866731e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 1600: TrainLoss=2.121782e-01, Pen=2.304641e-02, EvalMSE=2.775946e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 1700: TrainLoss=1.964981e-01, Pen=1.996272e-02, EvalMSE=2.691336e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 1800: TrainLoss=1.819490e-01, Pen=1.694495e-02, EvalMSE=2.606048e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 1900: TrainLoss=1.680489e-01, Pen=1.411194e-02, EvalMSE=2.515575e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 2000: TrainLoss=1.547168e-01, Pen=1.157993e-02, EvalMSE=2.415457e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 2100: TrainLoss=1.418771e-01, Pen=9.430843e-03, EvalMSE=2.301461e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 2200: TrainLoss=1.287516e-01, Pen=7.679729e-03, EvalMSE=2.160655e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 2300: TrainLoss=1.154048e-01, Pen=6.425812e-03, EvalMSE=1.992378e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 2400: TrainLoss=1.044450e-01, Pen=5.551535e-03, EvalMSE=1.860382e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 2500: TrainLoss=9.578972e-02, Pen=4.898875e-03, EvalMSE=1.774465e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 2600: TrainLoss=8.874254e-02, Pen=4.404453e-03, EvalMSE=1.715871e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 2700: TrainLoss=8.291128e-02, Pen=4.031642e-03, EvalMSE=1.672480e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 2800: TrainLoss=7.804115e-02, Pen=3.751601e-03, EvalMSE=1.638678e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 2900: TrainLoss=7.393984e-02, Pen=3.541261e-03, EvalMSE=1.611680e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 3000: TrainLoss=7.045374e-02, Pen=3.382905e-03, EvalMSE=1.589684e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
