Epoch 0: TrainLoss=1.248930e+01, Pen=1.239405e+00, EvalMSE=6.741845e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 100: TrainLoss=1.780696e+00, Pen=5.405822e-01, EvalMSE=5.766952e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 200: TrainLoss=7.486921e-01, Pen=3.968649e-01, EvalMSE=5.464616e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 300: TrainLoss=2.747865e-01, Pen=3.859596e-01, EvalMSE=5.127525e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 400: TrainLoss=1.593682e-01, Pen=3.600721e-01, EvalMSE=5.024818e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 500: TrainLoss=1.193917e-01, Pen=3.007772e-01, EvalMSE=4.602539e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 600: TrainLoss=6.428609e-02, Pen=2.117019e-01, EvalMSE=3.655082e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 700: TrainLoss=3.237796e-02, Pen=1.760028e-01, EvalMSE=3.188157e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 800: TrainLoss=1.475708e-02, Pen=1.572110e-01, EvalMSE=2.883134e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 900: TrainLoss=7.965262e-03, Pen=1.485987e-01, EvalMSE=2.740888e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 1000: TrainLoss=5.423039e-03, Pen=1.431235e-01, EvalMSE=2.667915e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 1100: TrainLoss=4.276021e-03, Pen=1.396416e-01, EvalMSE=2.626446e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 1200: TrainLoss=3.629333e-03, Pen=1.374571e-01, EvalMSE=2.601953e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 1300: TrainLoss=3.193683e-03, Pen=1.359171e-01, EvalMSE=2.585814e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 1400: TrainLoss=2.874289e-03, Pen=1.346500e-01, EvalMSE=2.573308e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 1500: TrainLoss=2.632877e-03, Pen=1.335267e-01, EvalMSE=2.562603e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 1600: TrainLoss=2.447366e-03, Pen=1.325243e-01, EvalMSE=2.553180e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
