Epoch 0: TrainLoss=2.925708e+00, Pen=6.973417e-01, EvalMSE=1.277700e-04 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 100: TrainLoss=1.446174e+00, Pen=5.112800e-01, EvalMSE=1.047712e-04 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 200: TrainLoss=4.319774e-01, Pen=2.053905e-01, EvalMSE=5.830514e-05 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 300: TrainLoss=1.842473e-01, Pen=3.035585e-02, EvalMSE=4.144776e-05 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 400: TrainLoss=1.102604e-01, Pen=1.412998e-02, EvalMSE=3.631377e-05 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 500: TrainLoss=7.043841e-02, Pen=1.033361e-02, EvalMSE=3.272105e-05 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 600: TrainLoss=4.935405e-02, Pen=8.868816e-03, EvalMSE=3.020388e-05 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 700: TrainLoss=3.732327e-02, Pen=8.085847e-03, EvalMSE=2.865036e-05 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 800: TrainLoss=2.867248e-02, Pen=7.787816e-03, EvalMSE=2.753021e-05 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 900: TrainLoss=2.364276e-02, Pen=7.626000e-03, EvalMSE=2.679940e-05 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 1000: TrainLoss=2.056753e-02, Pen=7.537511e-03, EvalMSE=2.621380e-05 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 1100: TrainLoss=1.822386e-02, Pen=7.509014e-03, EvalMSE=2.561124e-05 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 1200: TrainLoss=1.600382e-02, Pen=7.496015e-03, EvalMSE=2.491393e-05 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 1300: TrainLoss=1.383722e-02, Pen=7.427008e-03, EvalMSE=2.416428e-05 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 1400: TrainLoss=1.181090e-02, Pen=7.314737e-03, EvalMSE=2.346598e-05 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 1500: TrainLoss=1.001449e-02, Pen=7.177178e-03, EvalMSE=2.284501e-05 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 1600: TrainLoss=8.576250e-03, Pen=7.061833e-03, EvalMSE=2.229970e-05 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 1700: TrainLoss=7.511477e-03, Pen=7.005324e-03, EvalMSE=2.184594e-05 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 1800: TrainLoss=6.709323e-03, Pen=7.002241e-03, EvalMSE=2.148652e-05 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 1900: TrainLoss=6.045891e-03, Pen=6.995716e-03, EvalMSE=2.123182e-05 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 2000: TrainLoss=5.496178e-03, Pen=6.927137e-03, EvalMSE=2.105726e-05 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 2100: TrainLoss=4.812169e-03, Pen=6.888158e-03, EvalMSE=2.082660e-05 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 2200: TrainLoss=4.298201e-03, Pen=6.835455e-03, EvalMSE=2.067865e-05 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 2300: TrainLoss=3.879039e-03, Pen=6.811882e-03, EvalMSE=2.053581e-05 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 2400: TrainLoss=3.523188e-03, Pen=6.786885e-03, EvalMSE=2.040729e-05 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 2500: TrainLoss=3.215022e-03, Pen=6.749984e-03, EvalMSE=2.030759e-05 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 2600: TrainLoss=2.989687e-03, Pen=6.903405e-03, EvalMSE=2.016445e-05 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 2700: TrainLoss=2.711541e-03, Pen=6.764207e-03, EvalMSE=2.010296e-05 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 2800: TrainLoss=2.543077e-03, Pen=6.851829e-03, EvalMSE=1.999043e-05 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 2900: TrainLoss=2.358298e-03, Pen=6.752031e-03, EvalMSE=1.998735e-05 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 3000: TrainLoss=2.233049e-03, Pen=6.764181e-03, EvalMSE=1.992875e-05 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 3100: TrainLoss=2.110170e-03, Pen=6.718174e-03, EvalMSE=1.991726e-05 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 3200: TrainLoss=2.010241e-03, Pen=6.747268e-03, EvalMSE=1.987950e-05 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 3300: TrainLoss=1.935948e-03, Pen=6.806000e-03, EvalMSE=1.981700e-05 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 3400: TrainLoss=1.852969e-03, Pen=6.749598e-03, EvalMSE=1.982286e-05 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 0: TrainLoss=3.046900e+00, Pen=4.590816e-01, EvalMSE=1.273933e-04 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 100: TrainLoss=1.382995e+00, Pen=4.649623e-01, EvalMSE=9.624669e-05 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 200: TrainLoss=3.797731e-01, Pen=2.030563e-01, EvalMSE=5.739261e-05 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 300: TrainLoss=2.071908e-01, Pen=1.080194e-01, EvalMSE=4.811337e-05 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 400: TrainLoss=1.255590e-01, Pen=4.417155e-02, EvalMSE=4.037793e-05 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 500: TrainLoss=7.611758e-02, Pen=2.032885e-02, EvalMSE=3.492933e-05 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 600: TrainLoss=4.741917e-02, Pen=1.307948e-02, EvalMSE=3.170648e-05 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 700: TrainLoss=3.331161e-02, Pen=1.000531e-02, EvalMSE=2.975422e-05 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 800: TrainLoss=2.580030e-02, Pen=8.628116e-03, EvalMSE=2.853246e-05 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 900: TrainLoss=2.127564e-02, Pen=7.822106e-03, EvalMSE=2.772116e-05 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 1000: TrainLoss=1.802154e-02, Pen=7.430735e-03, EvalMSE=2.710335e-05 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
