Epoch 0: TrainLoss=7.004534e+00, Pen=1.662071e+00, EvalMSE=1.272855e-04 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 100: TrainLoss=3.891932e+00, Pen=5.454640e-01, EvalMSE=1.184972e-04 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 200: TrainLoss=1.832032e+00, Pen=2.930668e-01, EvalMSE=7.794813e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 300: TrainLoss=9.281373e-01, Pen=2.106611e-01, EvalMSE=6.119329e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 400: TrainLoss=4.922422e-01, Pen=6.096210e-02, EvalMSE=4.638501e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 500: TrainLoss=2.987416e-01, Pen=2.070041e-02, EvalMSE=3.833954e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 600: TrainLoss=2.150935e-01, Pen=1.198087e-02, EvalMSE=3.323764e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 700: TrainLoss=1.655571e-01, Pen=8.086067e-03, EvalMSE=2.994089e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 800: TrainLoss=1.283081e-01, Pen=5.455134e-03, EvalMSE=2.733137e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 900: TrainLoss=1.020842e-01, Pen=4.008653e-03, EvalMSE=2.556737e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 1000: TrainLoss=8.519144e-02, Pen=3.504071e-03, EvalMSE=2.467378e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 1100: TrainLoss=7.035033e-02, Pen=3.444605e-03, EvalMSE=2.389221e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 1200: TrainLoss=5.271368e-02, Pen=3.432921e-03, EvalMSE=2.215342e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 1300: TrainLoss=4.258494e-02, Pen=3.368639e-03, EvalMSE=2.095568e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 1400: TrainLoss=3.555052e-02, Pen=3.216766e-03, EvalMSE=2.002661e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 1500: TrainLoss=3.066890e-02, Pen=3.076020e-03, EvalMSE=1.939971e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 1600: TrainLoss=2.736062e-02, Pen=2.966375e-03, EvalMSE=1.897396e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 1700: TrainLoss=2.491535e-02, Pen=2.876878e-03, EvalMSE=1.865621e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 1800: TrainLoss=2.298621e-02, Pen=2.791559e-03, EvalMSE=1.840283e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 1900: TrainLoss=2.123706e-02, Pen=2.762965e-03, EvalMSE=1.816133e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 2000: TrainLoss=1.973459e-02, Pen=2.728349e-03, EvalMSE=1.794474e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 2100: TrainLoss=1.838179e-02, Pen=2.705891e-03, EvalMSE=1.773280e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 2200: TrainLoss=1.713600e-02, Pen=2.689098e-03, EvalMSE=1.751812e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 2300: TrainLoss=1.598328e-02, Pen=2.674545e-03, EvalMSE=1.731678e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 2400: TrainLoss=1.492718e-02, Pen=2.670789e-03, EvalMSE=1.708997e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 2500: TrainLoss=1.396076e-02, Pen=2.668967e-03, EvalMSE=1.689352e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 2600: TrainLoss=1.308259e-02, Pen=2.671976e-03, EvalMSE=1.671971e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 2700: TrainLoss=1.228236e-02, Pen=2.677503e-03, EvalMSE=1.656396e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 2800: TrainLoss=1.154718e-02, Pen=2.688908e-03, EvalMSE=1.644515e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 2900: TrainLoss=1.087200e-02, Pen=2.703840e-03, EvalMSE=1.629312e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 3000: TrainLoss=1.024394e-02, Pen=2.721547e-03, EvalMSE=1.616522e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
