Epoch 0: TrainLoss=9.697810e+00, Pen=4.834322e-01, EvalMSE=6.774247e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 100: TrainLoss=2.270657e+00, Pen=5.698771e-01, EvalMSE=7.295834e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 200: TrainLoss=1.538675e+00, Pen=5.038281e-01, EvalMSE=6.451589e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 300: TrainLoss=9.976867e-01, Pen=3.508382e-01, EvalMSE=5.558046e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 400: TrainLoss=4.975377e-01, Pen=2.408032e-01, EvalMSE=4.383378e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 500: TrainLoss=2.622025e-01, Pen=1.918341e-01, EvalMSE=3.591260e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 600: TrainLoss=1.640431e-01, Pen=1.771869e-01, EvalMSE=3.269327e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 700: TrainLoss=1.128415e-01, Pen=1.688435e-01, EvalMSE=3.132856e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 800: TrainLoss=8.152121e-02, Pen=1.610365e-01, EvalMSE=3.044537e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 900: TrainLoss=6.103493e-02, Pen=1.547083e-01, EvalMSE=2.971507e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 1000: TrainLoss=4.697717e-02, Pen=1.498957e-01, EvalMSE=2.911113e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 1100: TrainLoss=3.698033e-02, Pen=1.461845e-01, EvalMSE=2.862487e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 1200: TrainLoss=2.970305e-02, Pen=1.432865e-01, EvalMSE=2.823976e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 1300: TrainLoss=2.432241e-02, Pen=1.409961e-01, EvalMSE=2.793802e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 1400: TrainLoss=2.029950e-02, Pen=1.391514e-01, EvalMSE=2.770261e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 1500: TrainLoss=1.726538e-02, Pen=1.376247e-01, EvalMSE=2.751809e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 1600: TrainLoss=1.495999e-02, Pen=1.363213e-01, EvalMSE=2.737115e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 1700: TrainLoss=1.319617e-02, Pen=1.351740e-01, EvalMSE=2.725054e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 1800: TrainLoss=1.183632e-02, Pen=1.341362e-01, EvalMSE=2.714676e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 1900: TrainLoss=1.077704e-02, Pen=1.331744e-01, EvalMSE=2.705155e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 2000: TrainLoss=9.939079e-03, Pen=1.322648e-01, EvalMSE=2.695795e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 2100: TrainLoss=9.261321e-03, Pen=1.313992e-01, EvalMSE=2.686132e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 2200: TrainLoss=8.697602e-03, Pen=1.306005e-01, EvalMSE=2.676180e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 2300: TrainLoss=8.214375e-03, Pen=1.299218e-01, EvalMSE=2.666491e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 2400: TrainLoss=7.786110e-03, Pen=1.294124e-01, EvalMSE=2.657710e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 2500: TrainLoss=7.391225e-03, Pen=1.290824e-01, EvalMSE=2.650023e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 2600: TrainLoss=7.010123e-03, Pen=1.289107e-01, EvalMSE=2.643168e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 2700: TrainLoss=6.623592e-03, Pen=1.288681e-01, EvalMSE=2.636719e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 2800: TrainLoss=6.211458e-03, Pen=1.289124e-01, EvalMSE=2.630091e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 2900: TrainLoss=5.759264e-03, Pen=1.289387e-01, EvalMSE=2.622242e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 3000: TrainLoss=5.300284e-03, Pen=1.287216e-01, EvalMSE=2.611795e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
