Epoch 0: TrainLoss=4.486217e+00, Pen=3.728097e-01, EvalMSE=7.014974e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 100: TrainLoss=7.737976e-01, Pen=7.779303e-01, EvalMSE=6.656010e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 200: TrainLoss=4.835970e-01, Pen=5.740393e-01, EvalMSE=5.755723e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 300: TrainLoss=2.506166e-01, Pen=4.618047e-01, EvalMSE=4.892450e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 400: TrainLoss=1.014575e-01, Pen=3.761267e-01, EvalMSE=4.308172e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 500: TrainLoss=5.014012e-02, Pen=3.348829e-01, EvalMSE=4.158069e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 600: TrainLoss=3.495190e-02, Pen=3.150328e-01, EvalMSE=4.078172e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 700: TrainLoss=2.719768e-02, Pen=3.032830e-01, EvalMSE=4.009756e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 800: TrainLoss=2.196329e-02, Pen=2.951318e-01, EvalMSE=3.955361e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 900: TrainLoss=1.800323e-02, Pen=2.881521e-01, EvalMSE=3.907294e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 1000: TrainLoss=1.482921e-02, Pen=2.818266e-01, EvalMSE=3.862449e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 1100: TrainLoss=1.222249e-02, Pen=2.761220e-01, EvalMSE=3.820740e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 1200: TrainLoss=1.007169e-02, Pen=2.711093e-01, EvalMSE=3.783078e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 1300: TrainLoss=8.304956e-03, Pen=2.668425e-01, EvalMSE=3.750265e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 1400: TrainLoss=6.863987e-03, Pen=2.633168e-01, EvalMSE=3.722595e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 1500: TrainLoss=5.695820e-03, Pen=2.604734e-01, EvalMSE=3.699870e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 1600: TrainLoss=4.752114e-03, Pen=2.582223e-01, EvalMSE=3.681562e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 1700: TrainLoss=3.990381e-03, Pen=2.564630e-01, EvalMSE=3.667008e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 1800: TrainLoss=3.374892e-03, Pen=2.551010e-01, EvalMSE=3.655547e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 1900: TrainLoss=2.876575e-03, Pen=2.540546e-01, EvalMSE=3.646589e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 2000: TrainLoss=2.472369e-03, Pen=2.532567e-01, EvalMSE=3.639637e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 2100: TrainLoss=2.144146e-03, Pen=2.526533e-01, EvalMSE=3.634277e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 2200: TrainLoss=1.877618e-03, Pen=2.522021e-01, EvalMSE=3.630170e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 2300: TrainLoss=1.661344e-03, Pen=2.518692e-01, EvalMSE=3.627047e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 2400: TrainLoss=1.485985e-03, Pen=2.516297e-01, EvalMSE=3.624693e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 2500: TrainLoss=1.343768e-03, Pen=2.514636e-01, EvalMSE=3.622939e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 2600: TrainLoss=1.228148e-03, Pen=2.513559e-01, EvalMSE=3.621649e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 2700: TrainLoss=1.133617e-03, Pen=2.512952e-01, EvalMSE=3.620716e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 2800: TrainLoss=1.055584e-03, Pen=2.512722e-01, EvalMSE=3.620053e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 2900: TrainLoss=9.903039e-04, Pen=2.512792e-01, EvalMSE=3.619589e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 3000: TrainLoss=9.347695e-04, Pen=2.513103e-01, EvalMSE=3.619272e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 3100: TrainLoss=8.866501e-04, Pen=2.513599e-01, EvalMSE=3.619057e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 3200: TrainLoss=8.441536e-04, Pen=2.514239e-01, EvalMSE=3.618910e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 3300: TrainLoss=8.059346e-04, Pen=2.514988e-01, EvalMSE=3.618805e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 3400: TrainLoss=7.709971e-04, Pen=2.515811e-01, EvalMSE=3.618717e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 0: TrainLoss=3.919744e+00, Pen=1.383132e+00, EvalMSE=6.813709e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 100: TrainLoss=8.339572e-01, Pen=5.740554e-01, EvalMSE=6.483799e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 200: TrainLoss=5.531220e-01, Pen=6.278452e-01, EvalMSE=5.966029e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 300: TrainLoss=3.769105e-01, Pen=5.265717e-01, EvalMSE=5.371429e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 400: TrainLoss=2.133251e-01, Pen=4.432537e-01, EvalMSE=4.810410e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 500: TrainLoss=1.116384e-01, Pen=3.812463e-01, EvalMSE=4.448073e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 600: TrainLoss=6.043128e-02, Pen=3.225923e-01, EvalMSE=4.174055e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 700: TrainLoss=4.092070e-02, Pen=3.134154e-01, EvalMSE=4.088213e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 800: TrainLoss=3.114128e-02, Pen=3.070310e-01, EvalMSE=4.039239e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 900: TrainLoss=2.471273e-02, Pen=3.005268e-01, EvalMSE=3.991204e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 1000: TrainLoss=1.994732e-02, Pen=2.939865e-01, EvalMSE=3.943971e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 1100: TrainLoss=1.624354e-02, Pen=2.876646e-01, EvalMSE=3.899917e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 1200: TrainLoss=1.329872e-02, Pen=2.817725e-01, EvalMSE=3.859801e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 1300: TrainLoss=1.092677e-02, Pen=2.764544e-01, EvalMSE=3.823960e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 1400: TrainLoss=9.002732e-03, Pen=2.717879e-01, EvalMSE=3.792654e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 1500: TrainLoss=7.438509e-03, Pen=2.677844e-01, EvalMSE=3.765888e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 1600: TrainLoss=6.170121e-03, Pen=2.644075e-01, EvalMSE=3.743422e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 1700: TrainLoss=5.149123e-03, Pen=2.615964e-01, EvalMSE=3.724893e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 1800: TrainLoss=4.335575e-03, Pen=2.592802e-01, EvalMSE=3.709870e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 1900: TrainLoss=3.693449e-03, Pen=2.573907e-01, EvalMSE=3.697862e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 2000: TrainLoss=3.189407e-03, Pen=2.558711e-01, EvalMSE=3.688343e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 2100: TrainLoss=2.793763e-03, Pen=2.546783e-01, EvalMSE=3.680833e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 2200: TrainLoss=2.481217e-03, Pen=2.537783e-01, EvalMSE=3.674936e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 2300: TrainLoss=2.230919e-03, Pen=2.531415e-01, EvalMSE=3.670340e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 2400: TrainLoss=2.026060e-03, Pen=2.527402e-01, EvalMSE=3.666793e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 2500: TrainLoss=1.853356e-03, Pen=2.525500e-01, EvalMSE=3.664094e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 2600: TrainLoss=1.702531e-03, Pen=2.525502e-01, EvalMSE=3.662085e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 2700: TrainLoss=1.565744e-03, Pen=2.527259e-01, EvalMSE=3.660657e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 2800: TrainLoss=1.437154e-03, Pen=2.530608e-01, EvalMSE=3.659711e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 2900: TrainLoss=1.313146e-03, Pen=2.535116e-01, EvalMSE=3.659087e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 3000: TrainLoss=1.193319e-03, Pen=2.539933e-01, EvalMSE=3.658523e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 3100: TrainLoss=1.080034e-03, Pen=2.544153e-01, EvalMSE=3.657769e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 3200: TrainLoss=9.757119e-04, Pen=2.547439e-01, EvalMSE=3.656746e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 3300: TrainLoss=8.813326e-04, Pen=2.549874e-01, EvalMSE=3.655483e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 3400: TrainLoss=7.966397e-04, Pen=2.551617e-01, EvalMSE=3.654011e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 0: TrainLoss=4.924741e+00, Pen=1.671323e+00, EvalMSE=6.760415e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 100: TrainLoss=8.764676e-01, Pen=3.951134e-01, EvalMSE=6.275479e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 200: TrainLoss=5.970258e-01, Pen=5.347027e-01, EvalMSE=5.930987e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 300: TrainLoss=4.308322e-01, Pen=4.835589e-01, EvalMSE=5.468564e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 400: TrainLoss=2.841377e-01, Pen=4.514965e-01, EvalMSE=5.063066e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 500: TrainLoss=1.712603e-01, Pen=3.874618e-01, EvalMSE=4.624321e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 600: TrainLoss=9.335537e-02, Pen=3.320540e-01, EvalMSE=4.228851e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 700: TrainLoss=5.829531e-02, Pen=2.945121e-01, EvalMSE=3.984439e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 800: TrainLoss=3.978409e-02, Pen=2.745557e-01, EvalMSE=3.841622e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 900: TrainLoss=2.866489e-02, Pen=2.631061e-01, EvalMSE=3.756659e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 1000: TrainLoss=2.134566e-02, Pen=2.560233e-01, EvalMSE=3.702963e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 1100: TrainLoss=1.621261e-02, Pen=2.513966e-01, EvalMSE=3.666503e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 1200: TrainLoss=1.253835e-02, Pen=2.482029e-01, EvalMSE=3.642615e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 1300: TrainLoss=9.875268e-03, Pen=2.460620e-01, EvalMSE=3.629242e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 1400: TrainLoss=7.902723e-03, Pen=2.447083e-01, EvalMSE=3.622179e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 1500: TrainLoss=6.414714e-03, Pen=2.438783e-01, EvalMSE=3.618529e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 1600: TrainLoss=5.275844e-03, Pen=2.433949e-01, EvalMSE=3.616910e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 1700: TrainLoss=4.395877e-03, Pen=2.431527e-01, EvalMSE=3.616613e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 1800: TrainLoss=3.712414e-03, Pen=2.430817e-01, EvalMSE=3.617177e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 1900: TrainLoss=3.179861e-03, Pen=2.431259e-01, EvalMSE=3.618219e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 2000: TrainLoss=2.763656e-03, Pen=2.432356e-01, EvalMSE=3.619389e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 2100: TrainLoss=2.437148e-03, Pen=2.433709e-01, EvalMSE=3.620397e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 2200: TrainLoss=2.179670e-03, Pen=2.435020e-01, EvalMSE=3.621044e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
