Epoch 0: TrainLoss=8.759211e+00, Pen=4.935262e-01, EvalMSE=6.861389e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 100: TrainLoss=1.652902e+00, Pen=4.786204e-01, EvalMSE=5.619607e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 200: TrainLoss=5.688953e-01, Pen=3.650495e-01, EvalMSE=4.996107e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 300: TrainLoss=1.843870e-01, Pen=3.404439e-01, EvalMSE=4.882812e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 400: TrainLoss=1.456581e-01, Pen=3.336595e-01, EvalMSE=4.859597e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 500: TrainLoss=1.270771e-01, Pen=3.318225e-01, EvalMSE=4.781644e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 600: TrainLoss=1.110666e-01, Pen=3.210916e-01, EvalMSE=4.614953e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 700: TrainLoss=8.540832e-02, Pen=2.767140e-01, EvalMSE=4.174864e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 800: TrainLoss=4.253223e-02, Pen=1.989840e-01, EvalMSE=3.380735e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 900: TrainLoss=1.824538e-02, Pen=1.603600e-01, EvalMSE=2.920036e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 1000: TrainLoss=9.384708e-03, Pen=1.424789e-01, EvalMSE=2.680263e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 1100: TrainLoss=5.798090e-03, Pen=1.340121e-01, EvalMSE=2.574935e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 1200: TrainLoss=3.950130e-03, Pen=1.297317e-01, EvalMSE=2.532604e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 1300: TrainLoss=2.967951e-03, Pen=1.272842e-01, EvalMSE=2.517839e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 1400: TrainLoss=2.460996e-03, Pen=1.257149e-01, EvalMSE=2.513900e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 1500: TrainLoss=2.196596e-03, Pen=1.246426e-01, EvalMSE=2.513888e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 1600: TrainLoss=2.046005e-03, Pen=1.238672e-01, EvalMSE=2.515268e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 1700: TrainLoss=1.948277e-03, Pen=1.232674e-01, EvalMSE=2.516982e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 1800: TrainLoss=1.877312e-03, Pen=1.227740e-01, EvalMSE=2.518569e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 1900: TrainLoss=1.821939e-03, Pen=1.223478e-01, EvalMSE=2.519863e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 2000: TrainLoss=1.776901e-03, Pen=1.219652e-01, EvalMSE=2.520837e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 2100: TrainLoss=1.739406e-03, Pen=1.216096e-01, EvalMSE=2.521512e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 2200: TrainLoss=1.707731e-03, Pen=1.212687e-01, EvalMSE=2.521918e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 2300: TrainLoss=1.680710e-03, Pen=1.209324e-01, EvalMSE=2.522080e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 2400: TrainLoss=1.657534e-03, Pen=1.205918e-01, EvalMSE=2.522013e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 2500: TrainLoss=1.637670e-03, Pen=1.202379e-01, EvalMSE=2.521725e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 2600: TrainLoss=1.620902e-03, Pen=1.198610e-01, EvalMSE=2.521220e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 2700: TrainLoss=1.607202e-03, Pen=1.194507e-01, EvalMSE=2.520503e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 2800: TrainLoss=1.596686e-03, Pen=1.189985e-01, EvalMSE=2.519594e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 2900: TrainLoss=1.589469e-03, Pen=1.185017e-01, EvalMSE=2.518529e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 3000: TrainLoss=1.585355e-03, Pen=1.179668e-01, EvalMSE=2.517355e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 3100: TrainLoss=1.583820e-03, Pen=1.174061e-01, EvalMSE=2.516104e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
