Epoch 0: TrainLoss=9.713630e+00, Pen=5.124899e-01, EvalMSE=2.768434e-04 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 100: TrainLoss=3.657019e+00, Pen=4.287506e-01, EvalMSE=2.507473e-04 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 200: TrainLoss=1.821745e+00, Pen=2.124695e-01, EvalMSE=1.926352e-04 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 300: TrainLoss=1.248073e+00, Pen=1.444200e-01, EvalMSE=1.623103e-04 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 400: TrainLoss=9.630252e-01, Pen=6.391596e-02, EvalMSE=1.364634e-04 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 500: TrainLoss=5.926157e-01, Pen=1.472312e-02, EvalMSE=9.804294e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 600: TrainLoss=3.355752e-01, Pen=3.862721e-03, EvalMSE=6.808359e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 700: TrainLoss=2.032953e-01, Pen=3.199821e-03, EvalMSE=5.650023e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 800: TrainLoss=1.011149e-01, Pen=3.807036e-03, EvalMSE=5.015480e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 900: TrainLoss=7.272336e-02, Pen=4.357871e-03, EvalMSE=4.736100e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 1000: TrainLoss=5.586619e-02, Pen=4.742915e-03, EvalMSE=4.597702e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 1100: TrainLoss=4.397757e-02, Pen=5.007046e-03, EvalMSE=4.491978e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 1200: TrainLoss=3.482503e-02, Pen=5.177165e-03, EvalMSE=4.394045e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 1300: TrainLoss=2.633519e-02, Pen=5.248928e-03, EvalMSE=4.266038e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 1400: TrainLoss=1.947355e-02, Pen=5.277730e-03, EvalMSE=4.154558e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 1500: TrainLoss=1.530134e-02, Pen=5.239855e-03, EvalMSE=4.119033e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 1600: TrainLoss=1.235536e-02, Pen=5.189361e-03, EvalMSE=4.107422e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 1700: TrainLoss=1.006422e-02, Pen=5.167148e-03, EvalMSE=4.101443e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 1800: TrainLoss=8.361739e-03, Pen=5.176013e-03, EvalMSE=4.096663e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 1900: TrainLoss=7.167369e-03, Pen=5.215099e-03, EvalMSE=4.103670e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 2000: TrainLoss=6.336229e-03, Pen=5.232005e-03, EvalMSE=4.115571e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 2100: TrainLoss=5.742765e-03, Pen=5.235738e-03, EvalMSE=4.122659e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 2200: TrainLoss=5.309321e-03, Pen=5.194291e-03, EvalMSE=4.133925e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 2300: TrainLoss=4.952475e-03, Pen=5.213317e-03, EvalMSE=4.135671e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 2400: TrainLoss=4.687031e-03, Pen=5.242376e-03, EvalMSE=4.137369e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 2500: TrainLoss=4.443537e-03, Pen=5.176316e-03, EvalMSE=4.142971e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 2600: TrainLoss=4.245652e-03, Pen=5.163488e-03, EvalMSE=4.144540e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 2700: TrainLoss=4.077555e-03, Pen=5.134829e-03, EvalMSE=4.147912e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 2800: TrainLoss=3.925737e-03, Pen=5.122689e-03, EvalMSE=4.148902e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 2900: TrainLoss=4.244087e-03, Pen=4.882078e-03, EvalMSE=4.181330e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 3000: TrainLoss=3.659499e-03, Pen=5.091465e-03, EvalMSE=4.150674e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 3100: TrainLoss=3.538675e-03, Pen=5.074633e-03, EvalMSE=4.151121e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 3200: TrainLoss=3.431708e-03, Pen=5.032835e-03, EvalMSE=4.151833e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 3300: TrainLoss=3.319685e-03, Pen=5.044682e-03, EvalMSE=4.152188e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 3400: TrainLoss=3.223211e-03, Pen=5.031132e-03, EvalMSE=4.152958e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 0: TrainLoss=1.403655e+01, Pen=1.597215e+00, EvalMSE=2.799128e-04 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 100: TrainLoss=6.120069e+00, Pen=2.942846e-01, EvalMSE=2.507549e-04 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 200: TrainLoss=3.191273e+00, Pen=1.664950e-01, EvalMSE=2.129368e-04 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 300: TrainLoss=2.109232e+00, Pen=1.299660e-01, EvalMSE=2.055943e-04 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 400: TrainLoss=1.692511e+00, Pen=1.127479e-01, EvalMSE=1.991336e-04 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 500: TrainLoss=1.369286e+00, Pen=7.234773e-02, EvalMSE=1.675839e-04 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 600: TrainLoss=8.950468e-01, Pen=2.706425e-02, EvalMSE=1.189182e-04 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 700: TrainLoss=4.909916e-01, Pen=3.604739e-03, EvalMSE=9.266568e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 800: TrainLoss=2.677450e-01, Pen=2.303371e-03, EvalMSE=7.843641e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 900: TrainLoss=1.491315e-01, Pen=2.516096e-03, EvalMSE=6.642730e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 1000: TrainLoss=9.648801e-02, Pen=3.210702e-03, EvalMSE=5.898064e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 1100: TrainLoss=6.905603e-02, Pen=3.817684e-03, EvalMSE=5.318164e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 1200: TrainLoss=5.137760e-02, Pen=4.254098e-03, EvalMSE=5.006541e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 1300: TrainLoss=3.950731e-02, Pen=4.635297e-03, EvalMSE=4.890941e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 1400: TrainLoss=3.128487e-02, Pen=4.927498e-03, EvalMSE=4.835404e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 1500: TrainLoss=2.526603e-02, Pen=5.118988e-03, EvalMSE=4.801759e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 1600: TrainLoss=2.075282e-02, Pen=5.228361e-03, EvalMSE=4.775192e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 1700: TrainLoss=1.732371e-02, Pen=5.276327e-03, EvalMSE=4.748556e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 1800: TrainLoss=1.468575e-02, Pen=5.282292e-03, EvalMSE=4.720890e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 1900: TrainLoss=1.263034e-02, Pen=5.252107e-03, EvalMSE=4.699414e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 2000: TrainLoss=1.099939e-02, Pen=5.231215e-03, EvalMSE=4.662340e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 2100: TrainLoss=9.689617e-03, Pen=5.194778e-03, EvalMSE=4.628976e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 2200: TrainLoss=8.637019e-03, Pen=5.163049e-03, EvalMSE=4.593920e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 2300: TrainLoss=7.785381e-03, Pen=5.135920e-03, EvalMSE=4.558169e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 2400: TrainLoss=7.114795e-03, Pen=5.083306e-03, EvalMSE=4.527662e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 2500: TrainLoss=6.531097e-03, Pen=5.106551e-03, EvalMSE=4.489863e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 2600: TrainLoss=6.063306e-03, Pen=5.097602e-03, EvalMSE=4.460382e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 2700: TrainLoss=5.674493e-03, Pen=5.095936e-03, EvalMSE=4.433534e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 2800: TrainLoss=5.343668e-03, Pen=5.100040e-03, EvalMSE=4.409712e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 2900: TrainLoss=5.061374e-03, Pen=5.108672e-03, EvalMSE=4.391171e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 3000: TrainLoss=4.818385e-03, Pen=5.106731e-03, EvalMSE=4.371202e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 3100: TrainLoss=4.697417e-03, Pen=5.198596e-03, EvalMSE=4.361831e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 3200: TrainLoss=4.422351e-03, Pen=5.114549e-03, EvalMSE=4.340657e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 3300: TrainLoss=4.259288e-03, Pen=5.117964e-03, EvalMSE=4.327161e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 3400: TrainLoss=4.118528e-03, Pen=5.140588e-03, EvalMSE=4.315220e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 0: TrainLoss=8.713804e+00, Pen=3.306133e-01, EvalMSE=2.762004e-04 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 100: TrainLoss=3.185003e+00, Pen=3.357693e-01, EvalMSE=2.453333e-04 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 200: TrainLoss=1.924752e+00, Pen=1.816074e-01, EvalMSE=1.980868e-04 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 300: TrainLoss=1.454228e+00, Pen=1.418771e-01, EvalMSE=1.630509e-04 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 400: TrainLoss=1.252249e+00, Pen=1.309315e-01, EvalMSE=1.443121e-04 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 500: TrainLoss=1.096679e+00, Pen=9.906835e-02, EvalMSE=1.286017e-04 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 600: TrainLoss=9.033324e-01, Pen=2.787114e-02, EvalMSE=1.073366e-04 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 700: TrainLoss=4.137183e-01, Pen=3.164507e-03, EvalMSE=1.089652e-04 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 800: TrainLoss=1.773098e-01, Pen=2.937071e-03, EvalMSE=7.974770e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 900: TrainLoss=7.704455e-02, Pen=3.621267e-03, EvalMSE=5.855882e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 1000: TrainLoss=4.089103e-02, Pen=4.269931e-03, EvalMSE=5.174369e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 1100: TrainLoss=2.834927e-02, Pen=4.440886e-03, EvalMSE=4.814221e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 1200: TrainLoss=2.157701e-02, Pen=4.576823e-03, EvalMSE=4.572162e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 1300: TrainLoss=1.732372e-02, Pen=4.787348e-03, EvalMSE=4.414856e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 1400: TrainLoss=1.414283e-02, Pen=5.027215e-03, EvalMSE=4.322973e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 1500: TrainLoss=1.184491e-02, Pen=5.238270e-03, EvalMSE=4.252001e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 1600: TrainLoss=1.022869e-02, Pen=5.388424e-03, EvalMSE=4.187318e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 1700: TrainLoss=9.012130e-03, Pen=5.488051e-03, EvalMSE=4.132813e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 1800: TrainLoss=8.062785e-03, Pen=5.549267e-03, EvalMSE=4.092353e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 1900: TrainLoss=7.279449e-03, Pen=5.575119e-03, EvalMSE=4.063445e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 2000: TrainLoss=6.613616e-03, Pen=5.573977e-03, EvalMSE=4.043189e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 2100: TrainLoss=6.049453e-03, Pen=5.556749e-03, EvalMSE=4.030936e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 2200: TrainLoss=5.577425e-03, Pen=5.532528e-03, EvalMSE=4.025625e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 2300: TrainLoss=5.180792e-03, Pen=5.505762e-03, EvalMSE=4.025056e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 2400: TrainLoss=4.839520e-03, Pen=5.477764e-03, EvalMSE=4.027287e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 2500: TrainLoss=4.551934e-03, Pen=5.422458e-03, EvalMSE=4.035025e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 2600: TrainLoss=4.269987e-03, Pen=5.420625e-03, EvalMSE=4.036750e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 2700: TrainLoss=4.057116e-03, Pen=5.441790e-03, EvalMSE=4.037706e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 2800: TrainLoss=3.805523e-03, Pen=5.362390e-03, EvalMSE=4.049566e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 2900: TrainLoss=3.697779e-03, Pen=5.417407e-03, EvalMSE=4.038658e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 3000: TrainLoss=3.426176e-03, Pen=5.305018e-03, EvalMSE=4.063138e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 3100: TrainLoss=3.265265e-03, Pen=5.276740e-03, EvalMSE=4.069336e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 3200: TrainLoss=3.134146e-03, Pen=5.285170e-03, EvalMSE=4.070794e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 3300: TrainLoss=2.996195e-03, Pen=5.222149e-03, EvalMSE=4.081679e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 3400: TrainLoss=3.021054e-03, Pen=5.304902e-03, EvalMSE=4.065603e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 0: TrainLoss=1.317377e+01, Pen=2.601815e+00, EvalMSE=2.761516e-04 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 100: TrainLoss=6.072136e+00, Pen=2.258041e-01, EvalMSE=2.554698e-04 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 200: TrainLoss=3.557012e+00, Pen=2.089155e-01, EvalMSE=1.887107e-04 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 300: TrainLoss=1.904754e+00, Pen=4.804232e-02, EvalMSE=1.336653e-04 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 400: TrainLoss=8.694157e-01, Pen=6.665602e-03, EvalMSE=9.448232e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 500: TrainLoss=4.630400e-01, Pen=2.925572e-03, EvalMSE=6.467389e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 600: TrainLoss=2.854128e-01, Pen=3.239412e-03, EvalMSE=5.217992e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 700: TrainLoss=1.972007e-01, Pen=3.638285e-03, EvalMSE=4.766865e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 800: TrainLoss=1.425512e-01, Pen=3.960164e-03, EvalMSE=4.524271e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 900: TrainLoss=1.083622e-01, Pen=4.061192e-03, EvalMSE=4.414607e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 1000: TrainLoss=8.585943e-02, Pen=4.153065e-03, EvalMSE=4.363907e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 1100: TrainLoss=6.984064e-02, Pen=4.318403e-03, EvalMSE=4.339493e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 1200: TrainLoss=5.787374e-02, Pen=4.460672e-03, EvalMSE=4.344009e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 1300: TrainLoss=4.843186e-02, Pen=4.546167e-03, EvalMSE=4.354065e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 1400: TrainLoss=4.059761e-02, Pen=4.614897e-03, EvalMSE=4.352856e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 1500: TrainLoss=3.408388e-02, Pen=4.680943e-03, EvalMSE=4.325462e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 1600: TrainLoss=2.861380e-02, Pen=4.740493e-03, EvalMSE=4.278347e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 1700: TrainLoss=2.405391e-02, Pen=4.790476e-03, EvalMSE=4.238279e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 1800: TrainLoss=2.033805e-02, Pen=4.831948e-03, EvalMSE=4.210266e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 1900: TrainLoss=1.729042e-02, Pen=4.878123e-03, EvalMSE=4.201890e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 2000: TrainLoss=1.480101e-02, Pen=4.917966e-03, EvalMSE=4.211737e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 2100: TrainLoss=1.276640e-02, Pen=4.953521e-03, EvalMSE=4.226664e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 2200: TrainLoss=1.108283e-02, Pen=4.965219e-03, EvalMSE=4.243538e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 2300: TrainLoss=9.663119e-03, Pen=4.971875e-03, EvalMSE=4.255991e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 2400: TrainLoss=8.480391e-03, Pen=4.954957e-03, EvalMSE=4.264726e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 2500: TrainLoss=7.490621e-03, Pen=4.965641e-03, EvalMSE=4.269267e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 2600: TrainLoss=6.807247e-03, Pen=5.007288e-03, EvalMSE=4.268023e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 2700: TrainLoss=6.069645e-03, Pen=4.958066e-03, EvalMSE=4.271275e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 2800: TrainLoss=5.559661e-03, Pen=4.958849e-03, EvalMSE=4.267965e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 2900: TrainLoss=5.148712e-03, Pen=4.963402e-03, EvalMSE=4.262605e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 3000: TrainLoss=4.817430e-03, Pen=4.967312e-03, EvalMSE=4.256625e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 3100: TrainLoss=4.550906e-03, Pen=4.981957e-03, EvalMSE=4.247946e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 3200: TrainLoss=4.333602e-03, Pen=4.977826e-03, EvalMSE=4.244366e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
