Epoch 0: TrainLoss=4.635927e+00, Pen=2.512212e+00, EvalMSE=1.419507e-04 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 100: TrainLoss=2.187770e+00, Pen=4.722961e-01, EvalMSE=1.204589e-04 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 200: TrainLoss=1.799170e+00, Pen=4.278229e-01, EvalMSE=1.096375e-04 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 300: TrainLoss=1.266194e+00, Pen=2.644998e-01, EvalMSE=7.956894e-05 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 400: TrainLoss=7.994407e-01, Pen=1.299060e-01, EvalMSE=5.579236e-05 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 500: TrainLoss=5.619239e-01, Pen=6.854871e-02, EvalMSE=5.280983e-05 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 600: TrainLoss=4.313842e-01, Pen=4.206825e-02, EvalMSE=5.023349e-05 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 700: TrainLoss=3.457834e-01, Pen=2.952907e-02, EvalMSE=4.635300e-05 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 800: TrainLoss=2.844962e-01, Pen=2.214197e-02, EvalMSE=4.254840e-05 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 900: TrainLoss=2.404665e-01, Pen=1.756817e-02, EvalMSE=3.937214e-05 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 1000: TrainLoss=2.065771e-01, Pen=1.461522e-02, EvalMSE=3.634667e-05 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 1100: TrainLoss=1.786885e-01, Pen=1.260130e-02, EvalMSE=3.361341e-05 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 1200: TrainLoss=1.553372e-01, Pen=1.113963e-02, EvalMSE=3.135195e-05 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 1300: TrainLoss=1.357715e-01, Pen=1.001811e-02, EvalMSE=2.953665e-05 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 1400: TrainLoss=1.174772e-01, Pen=9.098021e-03, EvalMSE=2.804226e-05 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 1500: TrainLoss=9.994905e-02, Pen=8.546842e-03, EvalMSE=2.655542e-05 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 1600: TrainLoss=8.719070e-02, Pen=8.106033e-03, EvalMSE=2.534106e-05 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 1700: TrainLoss=7.783182e-02, Pen=7.747343e-03, EvalMSE=2.451576e-05 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 1800: TrainLoss=7.043496e-02, Pen=7.454294e-03, EvalMSE=2.393218e-05 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 1900: TrainLoss=6.314696e-02, Pen=7.344372e-03, EvalMSE=2.340253e-05 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 2000: TrainLoss=5.789120e-02, Pen=7.217851e-03, EvalMSE=2.299815e-05 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 2100: TrainLoss=5.201714e-02, Pen=7.221135e-03, EvalMSE=2.275715e-05 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 2200: TrainLoss=4.584946e-02, Pen=6.981591e-03, EvalMSE=2.235886e-05 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 2300: TrainLoss=4.094066e-02, Pen=6.738991e-03, EvalMSE=2.202571e-05 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 2400: TrainLoss=3.693586e-02, Pen=6.582271e-03, EvalMSE=2.193282e-05 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 2500: TrainLoss=3.363867e-02, Pen=6.511179e-03, EvalMSE=2.190643e-05 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 2600: TrainLoss=3.091541e-02, Pen=6.474815e-03, EvalMSE=2.184143e-05 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 2700: TrainLoss=2.864522e-02, Pen=6.456081e-03, EvalMSE=2.174933e-05 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 2800: TrainLoss=2.673646e-02, Pen=6.447791e-03, EvalMSE=2.165150e-05 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
Epoch 2900: TrainLoss=2.511806e-02, Pen=6.445728e-03, EvalMSE=2.156069e-05 (h1=16, h_n=0.801002, lr=0.005, loss=mse)
