Epoch 0: TrainLoss=7.051195e+00, EvalMSE=1.234366e-04 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 100: TrainLoss=4.465288e+00, EvalMSE=1.401486e-04 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 200: TrainLoss=3.652858e+00, EvalMSE=1.553353e-04 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 300: TrainLoss=2.674929e+00, EvalMSE=1.042002e-04 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 400: TrainLoss=1.708591e+00, EvalMSE=7.597800e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 500: TrainLoss=1.249923e+00, EvalMSE=9.598255e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 600: TrainLoss=9.947488e-01, EvalMSE=9.722592e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 700: TrainLoss=8.286922e-01, EvalMSE=8.124212e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 800: TrainLoss=7.114265e-01, EvalMSE=6.497016e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 900: TrainLoss=6.126259e-01, EvalMSE=5.306703e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 1000: TrainLoss=5.203751e-01, EvalMSE=4.531052e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 1100: TrainLoss=4.573477e-01, EvalMSE=4.035913e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 1200: TrainLoss=4.077418e-01, EvalMSE=3.680639e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 1300: TrainLoss=3.689544e-01, EvalMSE=3.400510e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 1400: TrainLoss=3.228658e-01, EvalMSE=3.082938e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 1500: TrainLoss=2.719333e-01, EvalMSE=2.767854e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
