Epoch 0: TrainLoss=4.762529e+00, Pen=4.232339e-01, EvalMSE=1.281562e-04 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 100: TrainLoss=2.163608e+00, Pen=3.857502e-01, EvalMSE=1.042400e-04 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 200: TrainLoss=8.975278e-01, Pen=2.014374e-01, EvalMSE=7.284849e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 300: TrainLoss=4.575666e-01, Pen=6.247867e-02, EvalMSE=4.944210e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 400: TrainLoss=2.702733e-01, Pen=1.472095e-02, EvalMSE=3.712926e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 500: TrainLoss=1.831338e-01, Pen=8.084273e-03, EvalMSE=3.076937e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 600: TrainLoss=1.408577e-01, Pen=5.744285e-03, EvalMSE=2.826684e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 700: TrainLoss=1.030252e-01, Pen=4.096393e-03, EvalMSE=2.634663e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 800: TrainLoss=7.871380e-02, Pen=3.425500e-03, EvalMSE=2.493321e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 900: TrainLoss=6.647684e-02, Pen=3.196664e-03, EvalMSE=2.401955e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 1000: TrainLoss=5.803805e-02, Pen=3.098194e-03, EvalMSE=2.304833e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 1100: TrainLoss=4.927275e-02, Pen=3.034850e-03, EvalMSE=2.178135e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 1200: TrainLoss=4.089328e-02, Pen=3.016613e-03, EvalMSE=2.066027e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
