Epoch 0: TrainLoss=5.180799e+01, EvalMSE=2.770750e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 100: TrainLoss=3.230738e+01, EvalMSE=2.696324e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 200: TrainLoss=1.924304e+01, EvalMSE=1.870334e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 300: TrainLoss=1.111561e+01, EvalMSE=1.470972e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 400: TrainLoss=6.241292e+00, EvalMSE=1.485035e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 500: TrainLoss=3.604614e+00, EvalMSE=1.221158e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 600: TrainLoss=2.032456e+00, EvalMSE=1.005063e-04 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 700: TrainLoss=1.157282e+00, EvalMSE=8.205309e-05 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 800: TrainLoss=7.927925e-01, EvalMSE=5.346125e-05 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 900: TrainLoss=5.918810e-01, EvalMSE=3.858260e-05 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 1000: TrainLoss=4.544636e-01, EvalMSE=3.092307e-05 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 1100: TrainLoss=3.377382e-01, EvalMSE=2.748474e-05 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 1200: TrainLoss=2.469340e-01, EvalMSE=2.536167e-05 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 1300: TrainLoss=2.014626e-01, EvalMSE=2.364359e-05 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 1400: TrainLoss=1.719449e-01, EvalMSE=2.213823e-05 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 1500: TrainLoss=1.509763e-01, EvalMSE=2.063655e-05 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
Epoch 1600: TrainLoss=1.348921e-01, EvalMSE=1.939141e-05 (h1=7, h_n=0.452792, lr=0.005, loss=mse)
