Epoch 0: TrainLoss=7.462390e+00, Pen=1.677399e+00, EvalMSE=7.195914e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 100: TrainLoss=1.701584e+00, Pen=2.673709e-01, EvalMSE=6.362439e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 200: TrainLoss=9.621867e-01, Pen=4.829447e-01, EvalMSE=6.205370e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 300: TrainLoss=7.613620e-01, Pen=4.167366e-01, EvalMSE=5.734892e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 400: TrainLoss=6.305361e-01, Pen=3.741659e-01, EvalMSE=5.410930e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 500: TrainLoss=5.048704e-01, Pen=3.407790e-01, EvalMSE=5.141908e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 600: TrainLoss=3.708228e-01, Pen=3.055909e-01, EvalMSE=4.843865e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 700: TrainLoss=2.563365e-01, Pen=2.619385e-01, EvalMSE=4.478735e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 800: TrainLoss=1.737809e-01, Pen=2.319150e-01, EvalMSE=4.127894e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 900: TrainLoss=1.230134e-01, Pen=2.135564e-01, EvalMSE=3.850560e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 1000: TrainLoss=9.371637e-02, Pen=2.017888e-01, EvalMSE=3.662144e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 1100: TrainLoss=7.522695e-02, Pen=1.915783e-01, EvalMSE=3.508864e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 1200: TrainLoss=6.155632e-02, Pen=1.813037e-01, EvalMSE=3.361225e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 1300: TrainLoss=5.043697e-02, Pen=1.713451e-01, EvalMSE=3.215850e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 1400: TrainLoss=4.130559e-02, Pen=1.625614e-01, EvalMSE=3.083293e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 1500: TrainLoss=3.383525e-02, Pen=1.551594e-01, EvalMSE=2.968888e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 1600: TrainLoss=2.772551e-02, Pen=1.490918e-01, EvalMSE=2.873311e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
Epoch 1700: TrainLoss=2.273957e-02, Pen=1.442826e-01, EvalMSE=2.796073e-04 (h1=12, h_n=1.35011, lr=0.005, loss=mse)
