Epoch 0: TrainLoss=2.612376e+00, Pen=2.178160e-01, EvalMSE=6.701354e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 100: TrainLoss=3.662632e-01, Pen=4.402087e-01, EvalMSE=5.482571e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 200: TrainLoss=7.949998e-02, Pen=3.841594e-01, EvalMSE=4.960562e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 300: TrainLoss=3.327081e-02, Pen=3.428324e-01, EvalMSE=4.441930e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 400: TrainLoss=1.654910e-02, Pen=2.988603e-01, EvalMSE=4.080905e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 500: TrainLoss=8.374904e-03, Pen=2.680090e-01, EvalMSE=3.840262e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 600: TrainLoss=4.387555e-03, Pen=2.425696e-01, EvalMSE=3.655429e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 700: TrainLoss=2.914191e-03, Pen=2.228760e-01, EvalMSE=3.514488e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 800: TrainLoss=2.650982e-03, Pen=2.093740e-01, EvalMSE=3.419103e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 900: TrainLoss=2.660817e-03, Pen=2.016984e-01, EvalMSE=3.366272e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 1000: TrainLoss=2.696501e-03, Pen=1.970038e-01, EvalMSE=3.336153e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 1100: TrainLoss=2.728423e-03, Pen=1.938323e-01, EvalMSE=3.316391e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 1200: TrainLoss=2.767365e-03, Pen=1.914886e-01, EvalMSE=3.301624e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 1300: TrainLoss=2.806301e-03, Pen=1.896994e-01, EvalMSE=3.290123e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 1400: TrainLoss=2.835460e-03, Pen=1.882960e-01, EvalMSE=3.281022e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
