Epoch 0: TrainLoss=1.980940e+01, EvalMSE=6.791971e-04 (h1=12, h_n=1.20605, lr=0.005, loss=mse)
Epoch 100: TrainLoss=4.026331e+00, EvalMSE=6.076008e-04 (h1=12, h_n=1.20605, lr=0.005, loss=mse)
Epoch 200: TrainLoss=1.696465e+00, EvalMSE=5.548222e-04 (h1=12, h_n=1.20605, lr=0.005, loss=mse)
Epoch 300: TrainLoss=7.558171e-01, EvalMSE=5.129433e-04 (h1=12, h_n=1.20605, lr=0.005, loss=mse)
Epoch 400: TrainLoss=4.446211e-01, EvalMSE=4.843350e-04 (h1=12, h_n=1.20605, lr=0.005, loss=mse)
Epoch 500: TrainLoss=3.252558e-01, EvalMSE=4.488164e-04 (h1=12, h_n=1.20605, lr=0.005, loss=mse)
Epoch 600: TrainLoss=2.305620e-01, EvalMSE=3.983287e-04 (h1=12, h_n=1.20605, lr=0.005, loss=mse)
Epoch 700: TrainLoss=1.415528e-01, EvalMSE=3.375948e-04 (h1=12, h_n=1.20605, lr=0.005, loss=mse)
Epoch 800: TrainLoss=6.934361e-02, EvalMSE=2.829027e-04 (h1=12, h_n=1.20605, lr=0.005, loss=mse)
Epoch 900: TrainLoss=3.468038e-02, EvalMSE=2.457041e-04 (h1=12, h_n=1.20605, lr=0.005, loss=mse)
Epoch 1000: TrainLoss=1.871866e-02, EvalMSE=2.264526e-04 (h1=12, h_n=1.20605, lr=0.005, loss=mse)
Epoch 1100: TrainLoss=1.128720e-02, EvalMSE=2.166308e-04 (h1=12, h_n=1.20605, lr=0.005, loss=mse)
Epoch 1200: TrainLoss=7.641655e-03, EvalMSE=2.112055e-04 (h1=12, h_n=1.20605, lr=0.005, loss=mse)
Epoch 1300: TrainLoss=5.679186e-03, EvalMSE=2.078600e-04 (h1=12, h_n=1.20605, lr=0.005, loss=mse)
Epoch 1400: TrainLoss=4.511739e-03, EvalMSE=2.055433e-04 (h1=12, h_n=1.20605, lr=0.005, loss=mse)
Epoch 1500: TrainLoss=3.749858e-03, EvalMSE=2.038017e-04 (h1=12, h_n=1.20605, lr=0.005, loss=mse)
Epoch 1600: TrainLoss=3.211332e-03, EvalMSE=2.024591e-04 (h1=12, h_n=1.20605, lr=0.005, loss=mse)
Epoch 1700: TrainLoss=2.806842e-03, EvalMSE=2.014345e-04 (h1=12, h_n=1.20605, lr=0.005, loss=mse)
Epoch 1800: TrainLoss=2.490051e-03, EvalMSE=2.006616e-04 (h1=12, h_n=1.20605, lr=0.005, loss=mse)
