Epoch 0: TrainLoss=5.563373e+00, Pen=1.455779e+00, EvalMSE=6.741688e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 100: TrainLoss=6.629225e-01, Pen=4.574427e-01, EvalMSE=5.588184e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 200: TrainLoss=3.120597e-01, Pen=3.878492e-01, EvalMSE=5.214051e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 300: TrainLoss=1.147042e-01, Pen=3.824604e-01, EvalMSE=5.006611e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 400: TrainLoss=5.872110e-02, Pen=3.524858e-01, EvalMSE=4.737482e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 500: TrainLoss=3.285196e-02, Pen=3.040443e-01, EvalMSE=4.285286e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 600: TrainLoss=1.809170e-02, Pen=2.681597e-01, EvalMSE=3.939325e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 700: TrainLoss=9.841735e-03, Pen=2.443061e-01, EvalMSE=3.725083e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 800: TrainLoss=6.143709e-03, Pen=2.281005e-01, EvalMSE=3.584583e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 900: TrainLoss=4.679792e-03, Pen=2.180448e-01, EvalMSE=3.503135e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 1000: TrainLoss=4.038579e-03, Pen=2.114625e-01, EvalMSE=3.455653e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 1100: TrainLoss=3.725874e-03, Pen=2.069228e-01, EvalMSE=3.424201e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 1200: TrainLoss=3.549851e-03, Pen=2.038022e-01, EvalMSE=3.402346e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 1300: TrainLoss=3.420879e-03, Pen=2.017401e-01, EvalMSE=3.387720e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 1400: TrainLoss=3.305306e-03, Pen=2.004028e-01, EvalMSE=3.378215e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 1500: TrainLoss=3.199647e-03, Pen=1.994929e-01, EvalMSE=3.371868e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 1600: TrainLoss=3.108714e-03, Pen=1.988034e-01, EvalMSE=3.367337e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 1700: TrainLoss=3.035591e-03, Pen=1.982140e-01, EvalMSE=3.363907e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 1800: TrainLoss=2.980272e-03, Pen=1.976605e-01, EvalMSE=3.361230e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 1900: TrainLoss=2.940631e-03, Pen=1.971122e-01, EvalMSE=3.359128e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 2000: TrainLoss=2.913724e-03, Pen=1.965572e-01, EvalMSE=3.357482e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 2100: TrainLoss=2.896647e-03, Pen=1.959938e-01, EvalMSE=3.356198e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 2200: TrainLoss=2.886994e-03, Pen=1.954238e-01, EvalMSE=3.355195e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 2300: TrainLoss=2.882902e-03, Pen=1.948492e-01, EvalMSE=3.354409e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 2400: TrainLoss=2.882869e-03, Pen=1.942716e-01, EvalMSE=3.353796e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 2500: TrainLoss=2.885796e-03, Pen=1.936908e-01, EvalMSE=3.353333e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 2600: TrainLoss=2.890800e-03, Pen=1.931055e-01, EvalMSE=3.353007e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 2700: TrainLoss=2.897241e-03, Pen=1.925139e-01, EvalMSE=3.352816e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 2800: TrainLoss=2.904654e-03, Pen=1.919135e-01, EvalMSE=3.352759e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 2900: TrainLoss=2.912835e-03, Pen=1.913006e-01, EvalMSE=3.352837e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 3000: TrainLoss=2.921737e-03, Pen=1.906710e-01, EvalMSE=3.353038e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 3100: TrainLoss=2.931639e-03, Pen=1.900174e-01, EvalMSE=3.353347e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 3200: TrainLoss=2.942899e-03, Pen=1.893321e-01, EvalMSE=3.353743e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 3300: TrainLoss=2.956040e-03, Pen=1.886051e-01, EvalMSE=3.354213e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 3400: TrainLoss=2.971342e-03, Pen=1.878282e-01, EvalMSE=3.354754e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 0: TrainLoss=5.552677e+00, Pen=2.042390e+00, EvalMSE=6.776485e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 100: TrainLoss=8.509620e-01, Pen=4.858237e-01, EvalMSE=5.868937e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 200: TrainLoss=3.700580e-01, Pen=3.608054e-01, EvalMSE=5.210134e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
Epoch 300: TrainLoss=1.330345e-01, Pen=3.504140e-01, EvalMSE=4.848939e-04 (h1=16, h_n=1.80014, lr=0.005, loss=mse)
