Epoch 0: TrainLoss=8.237444e+00, Pen=2.049945e+00, EvalMSE=1.288708e-04 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 100: TrainLoss=4.444653e+00, Pen=4.060651e-01, EvalMSE=1.151028e-04 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 200: TrainLoss=1.760591e+00, Pen=3.027863e-01, EvalMSE=7.803550e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 300: TrainLoss=7.936739e-01, Pen=2.279051e-01, EvalMSE=5.864550e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 400: TrainLoss=4.677538e-01, Pen=1.908974e-01, EvalMSE=5.180881e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 500: TrainLoss=3.177032e-01, Pen=9.628770e-02, EvalMSE=3.995011e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 600: TrainLoss=1.666098e-01, Pen=5.308609e-03, EvalMSE=2.955948e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 700: TrainLoss=1.105479e-01, Pen=3.727436e-03, EvalMSE=2.664862e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 800: TrainLoss=8.571512e-02, Pen=3.356788e-03, EvalMSE=2.537116e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 900: TrainLoss=7.074098e-02, Pen=3.195133e-03, EvalMSE=2.464614e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 1000: TrainLoss=6.072022e-02, Pen=3.110258e-03, EvalMSE=2.398132e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 1100: TrainLoss=5.356066e-02, Pen=3.015913e-03, EvalMSE=2.329600e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 1200: TrainLoss=4.766329e-02, Pen=2.957498e-03, EvalMSE=2.246001e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 1300: TrainLoss=4.244479e-02, Pen=2.865146e-03, EvalMSE=2.157707e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 1400: TrainLoss=3.765649e-02, Pen=2.880686e-03, EvalMSE=2.060269e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 1500: TrainLoss=3.378328e-02, Pen=2.904312e-03, EvalMSE=1.980388e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 1600: TrainLoss=3.018226e-02, Pen=2.943655e-03, EvalMSE=1.912490e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 1700: TrainLoss=2.682196e-02, Pen=2.933628e-03, EvalMSE=1.855417e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 1800: TrainLoss=2.384475e-02, Pen=2.917870e-03, EvalMSE=1.801432e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 1900: TrainLoss=2.123988e-02, Pen=2.852407e-03, EvalMSE=1.750455e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 2000: TrainLoss=1.905620e-02, Pen=2.798043e-03, EvalMSE=1.705016e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 2100: TrainLoss=1.717942e-02, Pen=2.765161e-03, EvalMSE=1.663393e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 2200: TrainLoss=1.553529e-02, Pen=2.748232e-03, EvalMSE=1.628639e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 2300: TrainLoss=1.410121e-02, Pen=2.757431e-03, EvalMSE=1.588090e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 2400: TrainLoss=1.289939e-02, Pen=2.773114e-03, EvalMSE=1.548685e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 2500: TrainLoss=1.192414e-02, Pen=2.795140e-03, EvalMSE=1.513037e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 2600: TrainLoss=1.119929e-02, Pen=2.838701e-03, EvalMSE=1.479067e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 2700: TrainLoss=1.053388e-02, Pen=2.826257e-03, EvalMSE=1.459433e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
Epoch 2800: TrainLoss=1.003191e-02, Pen=2.835667e-03, EvalMSE=1.440113e-05 (h1=12, h_n=0.600751, lr=0.005, loss=mse)
