Epoch 0: TrainLoss=9.397089e+00, Pen=2.682140e-01, EvalMSE=2.763461e-04 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 100: TrainLoss=3.962310e+00, Pen=2.152518e-01, EvalMSE=2.353810e-04 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 200: TrainLoss=2.018771e+00, Pen=1.325433e-01, EvalMSE=1.804319e-04 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 300: TrainLoss=1.461351e+00, Pen=1.063713e-01, EvalMSE=1.529590e-04 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 400: TrainLoss=1.091428e+00, Pen=6.012663e-02, EvalMSE=1.342481e-04 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 500: TrainLoss=7.723722e-01, Pen=1.782152e-02, EvalMSE=1.179412e-04 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 600: TrainLoss=5.528276e-01, Pen=4.687284e-03, EvalMSE=1.114022e-04 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 700: TrainLoss=3.490601e-01, Pen=4.167086e-03, EvalMSE=9.251971e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 800: TrainLoss=1.903972e-01, Pen=4.936642e-03, EvalMSE=7.922707e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 900: TrainLoss=1.309309e-01, Pen=5.523743e-03, EvalMSE=7.693759e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 1000: TrainLoss=7.300986e-02, Pen=5.436345e-03, EvalMSE=6.797477e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 1100: TrainLoss=3.724211e-02, Pen=5.015613e-03, EvalMSE=5.351532e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 1200: TrainLoss=2.637835e-02, Pen=4.887700e-03, EvalMSE=4.951519e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 1300: TrainLoss=2.111136e-02, Pen=4.934731e-03, EvalMSE=4.844756e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 1400: TrainLoss=1.759350e-02, Pen=4.974396e-03, EvalMSE=4.791890e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 1500: TrainLoss=1.487308e-02, Pen=4.980466e-03, EvalMSE=4.746327e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 1600: TrainLoss=1.264391e-02, Pen=4.984782e-03, EvalMSE=4.677750e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 1700: TrainLoss=1.081745e-02, Pen=4.982309e-03, EvalMSE=4.613172e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 1800: TrainLoss=9.379031e-03, Pen=4.940466e-03, EvalMSE=4.567554e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 1900: TrainLoss=8.210707e-03, Pen=4.995085e-03, EvalMSE=4.503820e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 2000: TrainLoss=7.331774e-03, Pen=5.066184e-03, EvalMSE=4.445419e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 2100: TrainLoss=6.579611e-03, Pen=5.013256e-03, EvalMSE=4.424152e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 2200: TrainLoss=6.003885e-03, Pen=5.024644e-03, EvalMSE=4.398987e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 2300: TrainLoss=5.552615e-03, Pen=5.011465e-03, EvalMSE=4.369379e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 2400: TrainLoss=5.203010e-03, Pen=4.983904e-03, EvalMSE=4.350943e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 2500: TrainLoss=4.910514e-03, Pen=5.003911e-03, EvalMSE=4.335098e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 2600: TrainLoss=4.730531e-03, Pen=4.929060e-03, EvalMSE=4.337111e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 2700: TrainLoss=4.475733e-03, Pen=4.998155e-03, EvalMSE=4.314007e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 2800: TrainLoss=4.299465e-03, Pen=4.996939e-03, EvalMSE=4.306422e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 2900: TrainLoss=4.144175e-03, Pen=4.996267e-03, EvalMSE=4.300593e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 3000: TrainLoss=3.999006e-03, Pen=5.003731e-03, EvalMSE=4.294312e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 3100: TrainLoss=3.865102e-03, Pen=4.996223e-03, EvalMSE=4.285424e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 3200: TrainLoss=3.734799e-03, Pen=5.012935e-03, EvalMSE=4.285558e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 3300: TrainLoss=3.609770e-03, Pen=5.024618e-03, EvalMSE=4.279853e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 3400: TrainLoss=3.492619e-03, Pen=5.023545e-03, EvalMSE=4.278371e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 0: TrainLoss=1.515512e+01, Pen=4.349856e+00, EvalMSE=2.731836e-04 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 100: TrainLoss=6.842441e+00, Pen=2.223739e-01, EvalMSE=2.530609e-04 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 200: TrainLoss=3.768908e+00, Pen=2.411744e-01, EvalMSE=2.183445e-04 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 300: TrainLoss=2.576699e+00, Pen=1.806231e-01, EvalMSE=2.094116e-04 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 400: TrainLoss=1.989650e+00, Pen=1.499137e-01, EvalMSE=1.976034e-04 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 500: TrainLoss=1.557266e+00, Pen=1.469405e-01, EvalMSE=1.732547e-04 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 600: TrainLoss=1.148447e+00, Pen=9.858060e-02, EvalMSE=1.425920e-04 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 700: TrainLoss=6.432987e-01, Pen=2.637527e-02, EvalMSE=1.056544e-04 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 800: TrainLoss=3.407728e-01, Pen=6.086270e-03, EvalMSE=7.578114e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 900: TrainLoss=1.935459e-01, Pen=4.978465e-03, EvalMSE=5.975577e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 1000: TrainLoss=1.210612e-01, Pen=5.140257e-03, EvalMSE=5.404730e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 1100: TrainLoss=8.644878e-02, Pen=5.302651e-03, EvalMSE=5.248061e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 1200: TrainLoss=6.731243e-02, Pen=5.354157e-03, EvalMSE=5.196591e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 1300: TrainLoss=5.421902e-02, Pen=5.345042e-03, EvalMSE=5.164241e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 1400: TrainLoss=4.426515e-02, Pen=5.307524e-03, EvalMSE=5.131769e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 1500: TrainLoss=3.640442e-02, Pen=5.250425e-03, EvalMSE=5.096846e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 1600: TrainLoss=3.010101e-02, Pen=5.184560e-03, EvalMSE=5.054047e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 1700: TrainLoss=2.500454e-02, Pen=5.139931e-03, EvalMSE=4.993822e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 1800: TrainLoss=2.083843e-02, Pen=5.066260e-03, EvalMSE=4.923805e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 1900: TrainLoss=1.743678e-02, Pen=4.998025e-03, EvalMSE=4.843566e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
