Epoch 0: TrainLoss=1.361918e+01, Pen=4.949250e-01, EvalMSE=3.027403e-04 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 100: TrainLoss=6.751630e+00, Pen=8.420065e-01, EvalMSE=3.595330e-04 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 200: TrainLoss=5.151520e+00, Pen=1.547387e+00, EvalMSE=3.450522e-04 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 300: TrainLoss=3.991585e+00, Pen=1.039194e+00, EvalMSE=2.728606e-04 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 400: TrainLoss=2.915951e+00, Pen=5.778504e-01, EvalMSE=2.128455e-04 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 500: TrainLoss=2.027896e+00, Pen=2.106211e-01, EvalMSE=1.541152e-04 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 600: TrainLoss=1.482167e+00, Pen=7.126209e-02, EvalMSE=1.336890e-04 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 700: TrainLoss=1.159596e+00, Pen=2.767859e-02, EvalMSE=1.336044e-04 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 800: TrainLoss=8.771464e-01, Pen=1.791868e-02, EvalMSE=1.125680e-04 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 900: TrainLoss=6.629018e-01, Pen=1.060611e-02, EvalMSE=9.379300e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 1000: TrainLoss=5.170655e-01, Pen=7.544925e-03, EvalMSE=8.036202e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 1100: TrainLoss=4.192047e-01, Pen=5.839721e-03, EvalMSE=7.174275e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 1200: TrainLoss=3.509157e-01, Pen=4.859861e-03, EvalMSE=6.618611e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 1300: TrainLoss=3.012304e-01, Pen=4.332291e-03, EvalMSE=6.240619e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 1400: TrainLoss=2.637706e-01, Pen=4.088202e-03, EvalMSE=5.973061e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 1500: TrainLoss=2.349228e-01, Pen=4.005348e-03, EvalMSE=5.777021e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 1600: TrainLoss=2.122857e-01, Pen=4.005916e-03, EvalMSE=5.626286e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 1700: TrainLoss=1.941523e-01, Pen=4.054146e-03, EvalMSE=5.507939e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 1800: TrainLoss=1.793235e-01, Pen=4.129990e-03, EvalMSE=5.414563e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 1900: TrainLoss=1.669468e-01, Pen=4.217319e-03, EvalMSE=5.340609e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 2000: TrainLoss=1.564031e-01, Pen=4.302209e-03, EvalMSE=5.281762e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 2100: TrainLoss=1.472349e-01, Pen=4.373842e-03, EvalMSE=5.234674e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 2200: TrainLoss=1.390993e-01, Pen=4.424828e-03, EvalMSE=5.196684e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 2300: TrainLoss=1.317363e-01, Pen=4.451102e-03, EvalMSE=5.165524e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 2400: TrainLoss=1.249436e-01, Pen=4.451324e-03, EvalMSE=5.139021e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 2500: TrainLoss=1.185486e-01, Pen=4.426078e-03, EvalMSE=5.114491e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 2600: TrainLoss=1.123686e-01, Pen=4.377873e-03, EvalMSE=5.087241e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 2700: TrainLoss=1.061502e-01, Pen=4.316552e-03, EvalMSE=5.046367e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 2800: TrainLoss=9.957223e-02, Pen=4.279335e-03, EvalMSE=4.969276e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 2900: TrainLoss=9.264449e-02, Pen=4.329099e-03, EvalMSE=4.839891e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 3000: TrainLoss=8.607525e-02, Pen=4.458981e-03, EvalMSE=4.688993e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 3100: TrainLoss=8.046704e-02, Pen=4.590414e-03, EvalMSE=4.557889e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 3200: TrainLoss=7.583244e-02, Pen=4.675636e-03, EvalMSE=4.456008e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 3300: TrainLoss=7.195234e-02, Pen=4.706576e-03, EvalMSE=4.377334e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 3400: TrainLoss=6.860755e-02, Pen=4.689301e-03, EvalMSE=4.315275e-05 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 0: TrainLoss=1.089563e+01, Pen=6.002889e-01, EvalMSE=2.999522e-04 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
Epoch 100: TrainLoss=5.157179e+00, Pen=6.081818e-01, EvalMSE=3.243665e-04 (h1=12, h_n=0.776215, lr=0.005, loss=mse)
